TEAM_ID,SEASON,GAME_TYPE,TEAM_NAME,TEAM_CITY,TEAM_NAME,TIME_OF_POSS,AVG_SEC_PER_TOUCH
1610612765,2018,Playoffs,Detroit Pistons,Detroit,Pistons,22.1,3.28
1610612744,2018,Playoffs,Golden State Warriors,Golden State,Warriors,19.5,2.7
1610612745,2018,Playoffs,Houston Rockets,Houston,Rockets,21.9,3.7
1610612754,2018,Playoffs,Indiana Pacers,Indiana,Pacers,21.3,3.24
1610612746,2018,Playoffs,Los Angeles Clippers,Los Angeles,Clippers,21.9,2.97
1610612749,2018,Playoffs,Milwaukee Bucks,Milwaukee,Bucks,20.3,3.02
1610612760,2018,Playoffs,Oklahoma City Thunder,Oklahoma City,Thunder,18.6,3.2
1610612753,2018,Playoffs,Orlando Magic,Orlando,Magic,21.2,3.18
1610612755,2018,Playoffs,Philadelphia 76ers,Philadelphia,76ers,21.9,3.19
1610612757,2018,Playoffs,Portland Trail Blazers,Portland,Trail Blazers,23.3,3.74
1610612759,2018,Playoffs,San Antonio Spurs,San Antonio,Spurs,21,3.42
1610612761,2018,Playoffs,Toronto Raptors,Toronto,Raptors,21.6,3.12
1610612762,2018,Playoffs,Utah Jazz,Utah,Jazz,21.2,3.22
1610612738,2019,Playoffs,Boston Celtics,Boston,Celtics,21.1,3.2
1610612751,2019,Playoffs,Brooklyn Nets,Brooklyn,Nets,19.9,2.84
1610612742,2019,Playoffs,Dallas Mavericks,Dallas,Mavericks,21.2,3.17
1610612743,2019,Playoffs,Denver Nuggets,Denver,Nuggets,21.7,3.24
1610612745,2019,Playoffs,Houston Rockets,Houston,Rockets,20.5,3.3
1610612754,2019,Playoffs,Indiana Pacers,Indiana,Pacers,20.6,3.23
1610612746,2019,Playoffs,Los Angeles Clippers,Los Angeles,Clippers,20.8,3.27
1610612747,2019,Playoffs,Los Angeles Lakers,Los Angeles,Lakers,20.7,3.14
1610612748,2019,Playoffs,Miami Heat,Miami,Heat,21.3,3.12
1610612749,2019,Playoffs,Milwaukee Bucks,Milwaukee,Bucks,20.2,3.12
1610612760,2019,Playoffs,Oklahoma City Thunder,Oklahoma City,Thunder,21.9,3.3
1610612753,2019,Playoffs,Orlando Magic,Orlando,Magic,21.7,3.24
1610612755,2019,Playoffs,Philadelphia 76ers,Philadelphia,76ers,21.9,3.28
1610612757,2019,Playoffs,Portland Trail Blazers,Portland,Trail Blazers,20.7,3.42
1610612761,2019,Playoffs,Toronto Raptors,Toronto,Raptors,21,3.08
1610612762,2019,Playoffs,Utah Jazz,Utah,Jazz,21.4,3.29
1610612737,2020,Playoffs,Atlanta Hawks,Atlanta,Hawks,21.2,3.49
1610612738,2020,Playoffs,Boston Celtics,Boston,Celtics,20,3.25
1610612751,2020,Playoffs,Brooklyn Nets,Brooklyn,Nets,22,3.38
1610612742,2020,Playoffs,Dallas Mavericks,Dallas,Mavericks,21.7,3.58
1610612743,2020,Playoffs,Denver Nuggets,Denver,Nuggets,21.7,3.23
1610612746,2020,Playoffs,Los Angeles Clippers,Los Angeles,Clippers,20.7,3.34
1610612747,2020,Playoffs,Los Angeles Lakers,Los Angeles,Lakers,20.5,3.04
1610612763,2020,Playoffs,Memphis Grizzlies,Memphis,Grizzlies,20.2,3.37
1610612748,2020,Playoffs,Miami Heat,Miami,Heat,21.3,3.08
1610612749,2020,Playoffs,Milwaukee Bucks,Milwaukee,Bucks,20.3,3.36
1610612752,2020,Playoffs,New York Knicks,New York,Knicks,21.5,3.38
1610612755,2020,Playoffs,Philadelphia 76ers,Philadelphia,76ers,21.3,3
1610612756,2020,Playoffs,Phoenix Suns,Phoenix,Suns,21.5,3.52
1610612757,2020,Playoffs,Portland Trail Blazers,Portland,Trail Blazers,21.5,3.55
1610612762,2020,Playoffs,Utah Jazz,Utah,Jazz,20.8,3.47
1610612764,2020,Playoffs,Washington Wizards,Washington,Wizards,19.8,3.21
